name,F_o,F_cv,t_o,C_o,a,C_x,iter,sei,ses,r2,slope,domain,n,ID,datetime,soilt,soilm,soilc,IDnum,treatment
ch4,-0.177697,2.69807,-9.89717,1997.24,1.12E-05,0,10,0.040694,0.000557452,0.945619,-0.0224176,94,95,10A,2025-06-03 14:24:05,30.335,0.02126666667,0.001,10A,C
co2,11.7988,1.14524,8.0181,416.074,0.0015025,1406.75,2,0.504431,0.00691001,0.997573,1.48849,94,95,10A,2025-06-03 14:24:05,30.335,0.02126666667,0.001,10A,C
ch4,-0.168023,2.80453,-8.34789,1997.07,1.13E-05,0,10,0.0427268,0.000589335,0.941367,-0.02265,93,94,10C,2025-06-03 14:27:49,2605.325,2583.096525,2583.075742,10C,C
co2,9.11944,1.1955,-4.32117,407.791,0.000335773,4068.98,2,0.514938,0.00710259,0.996777,1.22933,93,94,10C,2025-06-03 14:27:49,2605.325,2583.096525,2583.075742,10C,C
ch4,-0.174021,2.95109,5.99319,1997.06,1.17E-05,0,10,0.0470059,0.000643916,0.933875,-0.0233367,94,95,10B,2025-06-03 14:31:01,29.965,0.02505882353,0.001,10B,C
co2,8.99096,1.19357,19.8942,414.446,0.00101489,1602.47,2,0.504912,0.0069166,0.996606,1.20572,94,95,10B,2025-06-03 14:31:01,29.965,0.02505882353,0.001,10B,C
ch4,-0.383855,1.54959,-5.79944,1997.5,2.45E-05,0,10,0.0407804,0.000558635,0.987997,-0.0488768,94,95,7B,2025-06-03 14:34:50,29.67583333,0.02901666667,0.001,7B,C
co2,15.4207,1.11166,4.83682,408.999,1.96E-06,1.00E+06,10,0.538051,0.00737056,0.998691,1.96354,94,95,7B,2025-06-03 14:34:50,29.67583333,0.02901666667,0.001,7B,C
ch4,-0.229614,2.10664,-5.38444,1997.42,1.49E-05,0,10,0.039595,0.000542397,0.969853,-0.0296682,94,95,7C,2025-06-03 14:38:03,29.71333333,0.1773666667,0.01426666667,7C,C
co2,13.6459,1.10538,3.01266,403.653,1.76E-06,1.00E+06,10,0.457396,0.00626571,0.998827,1.76318,94,95,7C,2025-06-03 14:38:03,29.71333333,0.1773666667,0.01426666667,7C,C
ch4,-0.268382,2.13379,-7.85099,1998.36,1.75E-05,0,10,0.0471628,0.000650522,0.969174,-0.0349867,93,94,7A,2025-06-03 14:41:27,3768.2425,4017.470723,4017.455955,7A,C
co2,17.8542,1.11639,-3.21886,411.042,2.33E-06,1.00E+06,10,0.654473,0.00902721,0.998618,2.3275,93,94,7A,2025-06-03 14:41:27,3768.2425,4017.470723,4017.455955,7A,C
ch4,-0.227041,2.11834,-10.5867,1998.55,1.48E-05,0,10,0.0397227,0.000544146,0.969423,-0.0295476,94,95,4A,2025-06-03 14:45:06,30.02833333,0.012,0.001,4A,M
co2,7.95452,1.16094,8.08955,420.458,1.04E-06,1.00E+06,10,0.379284,0.00519568,0.997663,1.03522,94,95,4A,2025-06-03 14:45:06,30.02833333,0.012,0.001,4A,M
ch4,-0.268029,2.00428,-7.09668,1997.93,1.77E-05,0,10,0.0442288,0.000605874,0.973548,-0.0354471,94,95,4B,2025-06-03 14:48:42,30.31916667,0.02,0.001,4B,M
co2,14.71,1.08969,16.6788,418.265,0.0016816,1575.15,3,0.430174,0.00589279,0.998972,1.94542,94,95,4B,2025-06-03 14:48:42,30.31916667,0.02,0.001,4B,M
ch4,-0.319064,1.61284,-6.66987,1998.4,2.13E-05,0,10,0.0381008,0.000521928,0.986186,-0.0425278,94,95,4C,2025-06-03 14:52:52,30.195,0.186,0.018,4C,M
co2,12.8338,1.08926,8.51652,407.337,0.000956347,2196.03,2,0.377525,0.00517157,0.99904,1.71061,94,95,4C,2025-06-03 14:52:52,30.195,0.186,0.018,4C,M
ch4,-0.250264,1.83168,5.04472,1997.88,1.68E-05,0,10,0.0368797,0.000505202,0.979422,-0.033612,94,95,1C,2025-06-03 14:56:27,29.93666667,0.01976666667,0.001,1C,S
co2,10.7659,1.14465,3.34613,414.928,4.61E-05,31805.2,2,0.48865,0.00669383,0.997998,1.44593,94,95,1C,2025-06-03 14:56:27,29.93666667,0.01976666667,0.001,1C,S
ch4,-0.185538,2.58811,-3.28802,1998.62,1.20E-05,0,10,0.0412013,0.000568293,0.950985,-0.0240097,93,94,1B,2025-06-03 14:59:40,29.8,0.1628333333,0.009666666667,1B,S
co2,9.6084,1.12836,4.20688,411.368,1.24E-06,1.00E+06,10,0.379494,0.0052344,0.998372,1.24338,93,94,1B,2025-06-03 14:59:40,29.8,0.1628333333,0.009666666667,1B,S
ch4,-0.178256,2.8061,-5.3041,1998.82,0.00160449,1984.41,6,0.0439287,0.000601763,0.925394,-0.0231132,94,95,1A,2025-06-03 15:02:49,30,0.031,0.001,1A,S
co2,14.017,1.12309,9.32244,419.588,0.00134222,1773.67,2,0.539868,0.00739545,0.99818,1.81748,94,95,1A,2025-06-03 15:02:49,30,0.031,0.001,1A,S
ch4,-0.163837,2.47832,-2.19332,2011.28,1.10E-05,0,10,0.0363531,0.000497988,0.955372,-0.02222,94,95,7A,2025-06-19 11:45:04,31.3125,0.101625,0.002,7A,C
co2,20.0993,1.08556,-1.40343,415.513,0.00144442,2302.72,2,0.484223,0.00663319,0.999319,2.72592,94,95,7A,2025-06-19 11:45:04,31.3125,0.101625,0.002,7A,C
ch4,-0.235675,2.16928,-14.8566,2009.02,1.55E-05,0,10,0.0430841,0.000590193,0.967719,-0.0311632,94,95,7B,2025-06-19 11:48:25,31.39,0.1061,0.002,7B,C
co2,17.6672,1.10315,5.28033,411.17,0.000185065,13034.4,2,0.533766,0.00731186,0.999067,2.33612,94,95,7B,2025-06-19 11:48:25,31.39,0.1061,0.002,7B,C
ch4,-0.237709,2.08876,4.94315,2005.39,0.00316999,1995.39,5,0.041675,0.000570891,0.955962,-0.0317019,94,95,7C,2025-06-19 11:52:12,30.82333333,0.1842833333,0.01988333333,7C,C
co2,15.3655,1.08312,13.8339,417.41,2.05E-06,1.00E+06,10,0.344927,0.00472503,0.999506,2.04921,94,95,7C,2025-06-19 11:52:12,30.82333333,0.1842833333,0.01988333333,7C,C
ch4,-0.207323,2.17523,-26.9705,2006.26,1.39E-05,0,10,0.0387371,0.000530645,0.967493,-0.0279182,94,95,8A,2025-06-19 11:57:46,30.9375,0.04992307692,0.001,8A,M
co2,15.9532,1.10453,6.65817,431.703,0.003384,1066.53,7,0.498656,0.00683091,0.998539,2.14826,94,95,8A,2025-06-19 11:57:46,30.9375,0.04992307692,0.001,8A,M
ch4,-0.183495,2.70373,8.28331,2005.71,1.21E-05,0,10,0.0441378,0.000604627,0.945553,-0.0242991,94,95,8B,2025-06-19 12:01:07,3520.075,3499.70215,3499.6513,8B,M
co2,19.6102,1.0962,-1.86984,406.026,0.00175503,1885.7,2,0.54601,0.00747958,0.998999,2.59686,94,95,8B,2025-06-19 12:01:07,3520.075,3499.70215,3499.6513,8B,M
ch4,-0.457099,1.40017,-7.59834,2008.66,3.04E-05,0,10,0.0408818,0.000560024,0.992231,-0.0610346,94,95,8C,2025-06-19 12:04:21,32.12,0.1126,0.002033333333,8C,M
co2,22.0706,1.1452,-6.57834,405.321,2.95E-06,1.00E+06,10,0.944886,0.0129436,0.998209,2.947,94,95,8C,2025-06-19 12:04:21,32.12,0.1126,0.002033333333,8C,M
ch4,-0.05916,5.84758,65.9264,2007.69,3.97E-06,0,2,0.0332053,0.000458004,0.766695,-0.00796368,93,94,9B,2025-06-19 12:09:38,32.97,0.3077,0.0169,9B,M
co2,14.9652,1.16172,-16.4972,401.509,2.02E-06,1.00E+06,10,0.702318,0.00968714,0.997877,2.01451,93,94,9B,2025-06-19 12:09:38,32.97,0.3077,0.0169,9B,M
ch4,-0.130692,3.96361,-18.9065,2008.97,8.78E-06,0,10,0.0491692,0.000673551,0.880507,-0.0176326,94,95,9A,2025-06-19 12:12:56,32.83833333,0.2815583333,0.01455833333,9A,M
co2,16.678,1.10968,14.5054,423.396,0.0012891,2168.91,2,0.552198,0.00756436,0.998782,2.25015,94,95,9A,2025-06-19 12:12:56,32.83833333,0.2815583333,0.01455833333,9A,M
ch4,-0.282144,1.77886,-26.3268,2009.05,1.92E-05,0,10,0.0403654,0.000552951,0.981327,-0.0386572,94,95,9C,2025-06-19 12:17:47,32.6,0.3384833333,0.01998333333,9C,M
co2,16.6178,1.13473,7.62175,450.879,0.000538237,4681.06,2,0.683878,0.00936819,0.998314,2.27684,94,95,9C,2025-06-19 12:17:47,32.6,0.3384833333,0.01998333333,9C,M
ch4,-0.196137,2.08993,16.0469,2006.4,1.41E-05,0,10,0.0373327,0.000511406,0.97066,-0.0283672,94,95,12C,2025-06-19 12:24:38,32.28666667,0.070975,0.001591666667,12C,S
co2,15.826,1.0821,-1.71926,424.094,0.000433935,5698.87,2,0.385531,0.00528125,0.999472,2.28891,94,95,12C,2025-06-19 12:24:38,32.28666667,0.070975,0.001591666667,12C,S
ch4,-0.161423,2.82948,-21.0653,2007.72,1.06E-05,0,10,0.0407416,0.000558104,0.939801,-0.0212658,94,95,12A,2025-06-19 12:28:12,31.8925,0.04454166667,0.001,12A,S
co2,17.3885,1.16344,9.15609,429.92,0.001437,2024.04,2,0.810937,0.0111087,0.997383,2.29075,94,95,12A,2025-06-19 12:28:12,31.8925,0.04454166667,0.001,12A,S
ch4,-0.212913,1.86206,14.7503,2003.93,1.46E-05,0,10,0.0328387,0.000449846,0.97862,-0.0293503,94,95,12B,2025-06-19 12:31:35,31.47333333,0.03913207547,0.001,12B,S
co2,24.2911,1.07409,-9.97766,399.871,0.000501312,7079.44,3,0.460678,0.00631066,0.999641,3.34855,94,95,12B,2025-06-19 12:31:35,31.47333333,0.03913207547,0.001,12B,S
ch4,-0.201648,2.19884,8.59522,2003.25,1.35E-05,0,10,0.0381388,0.00052245,0.966591,-0.027101,94,95,11A,2025-06-19 12:37:03,31.70833333,0.03116666667,0.001,11A,S
co2,16.4539,1.11524,11.9712,411.44,2.21E-06,1.00E+06,10,0.571291,0.0078259,0.998837,2.21136,94,95,11A,2025-06-19 12:37:03,31.70833333,0.03116666667,0.001,11A,S
ch4,-0.124775,3.04857,-24.8122,2002.54,8.76E-06,0,10,0.0366249,0.000501712,0.929343,-0.0175472,94,95,11C,2025-06-19 12:40:18,32.2,0.05170833333,0.001,11C,S
co2,15.9776,1.0951,5.05546,422.071,2.25E-06,1.00E+06,10,0.465599,0.00637807,0.999251,2.24694,94,95,11C,2025-06-19 12:40:18,32.2,0.05170833333,0.001,11C,S
ch4,-0.144409,2.89974,-33.2876,2002.79,9.78E-06,0,10,0.0386096,0.000528898,0.936503,-0.0195884,94,95,11B,2025-06-19 12:43:49,32.25,0.147,0.019,11B,S
co2,17.5843,1.09413,1.32001,417.479,2.39E-06,1.00E+06,10,0.489393,0.00670401,0.999266,2.38522,94,95,11B,2025-06-19 12:43:49,32.25,0.147,0.019,11B,S
ch4,-0.129648,3.79056,-5.19454,2001.63,8.54E-06,0,10,0.0454087,0.000622036,0.890294,-0.0170888,94,95,10A,2025-06-19 12:48:44,32.59166667,0.1433043478,0.021,10A,C
co2,15.8891,1.16518,15.0084,423.911,0.00231557,1328.37,2,0.747446,0.010239,0.997111,2.09434,94,95,10A,2025-06-19 12:48:44,32.59166667,0.1433043478,0.021,10A,C
ch4,-0.168828,2.4149,-0.285701,2000.54,1.18E-05,0,10,0.0372568,0.000510367,0.958011,-0.0235095,94,95,10B,2025-06-19 12:52:16,32.3825,0.065875,0.001725,10B,C
co2,13.4955,1.15059,7.97835,421.883,1.88E-06,1.00E+06,10,0.620997,0.00850681,0.998098,1.87927,94,95,10B,2025-06-19 12:52:16,32.3825,0.065875,0.001725,10B,C
ch4,-0.141539,3.0344,-20.0198,2000.23,9.96E-06,0,10,0.0413719,0.000566738,0.930032,-0.0199263,94,95,10C,2025-06-19 12:55:32,32.3075,0.05193333333,0.001,10C,C
co2,13.6585,1.2744,2.04661,419.263,0.00355087,960.784,2,0.998354,0.0136761,0.992353,1.92287,94,95,10C,2025-06-19 12:55:32,32.3075,0.05193333333,0.001,10C,C
ch4,-0.217465,2.26463,-8.08839,1997.47,1.44E-05,0,10,0.0420529,0.000576068,0.964039,-0.028764,94,95,13A,2025-06-19 13:02:54,33.0625,0.09658333333,0.002,13A,S
co2,18.5224,1.12915,5.46748,415.957,0.00491831,914.083,8,0.709542,0.00971975,0.997223,2.44994,94,95,13A,2025-06-19 13:02:54,33.0625,0.09658333333,0.002,13A,S
ch4,0.0904965,5.26722,108.009,1999.34,1.21E-08,1.00E+06,7,0.0456331,0.000625111,0.801527,0.0121146,94,95,13B,2025-06-19 13:06:31,33.43,0.07411764706,0.001588235294,13B,S
co2,19.4785,1.25654,12.7617,420.122,2.61E-06,1.00E+06,10,1.29221,0.0177015,0.995732,2.60755,94,95,13B,2025-06-19 13:06:31,33.43,0.07411764706,0.001588235294,13B,S
ch4,-0.220163,2.27938,-43.2738,1997.37,1.56E-05,0,10,0.0458968,0.000628724,0.963461,-0.0311347,94,95,13C,2025-06-19 13:09:47,33.2,0.07641666667,0.002,13C,S
co2,23.5542,1.30953,23.9034,447.362,3.33E-06,1.00E+06,10,1.87904,0.0257402,0.994477,3.33095,94,95,13C,2025-06-19 13:09:47,33.2,0.07641666667,0.002,13C,S
ch4,-0.149668,2.77118,-13.093,1997.06,1.06E-05,0,10,0.0394822,0.000540852,0.942492,-0.0211151,94,95,14A,2025-06-19 13:14:44,3355.2625,3477.973696,3477.914348,14A,M
co2,11.6223,1.74664,3.16007,399.299,1.64E-06,1.00E+06,10,1.66387,0.0227928,0.982347,1.63968,94,95,14A,2025-06-19 13:14:44,3355.2625,3477.973696,3477.914348,14A,M
ch4,-0.174293,2.83309,-32.0934,1997.83,1.16E-05,0,10,0.0444403,0.000608771,0.939632,-0.0231621,94,95,14B,2025-06-19 13:18:24,6677.266667,6666.068,6666.007333,14B,M
co2,16.1236,1.21764,10.9833,429.46,0.00341339,1057.19,5,0.943967,0.0129311,0.994896,2.14269,94,95,14B,2025-06-19 13:18:24,6677.266667,6666.068,6666.007333,14B,M
ch4,-0.122037,3.8356,-23.6615,1998.73,7.98E-06,0,10,0.0429406,0.000588228,0.887767,-0.0159542,94,95,14C,2025-06-19 13:21:40,5763.875,5749.51,5749.4335,14C,M
co2,13.9762,2.32743,6.68561,404.725,0.0014758,1642.78,9,2.76549,0.0378834,0.953937,1.82713,94,95,14C,2025-06-19 13:21:40,5763.875,5749.51,5749.4335,14C,M
ch4,-0.184946,3.21647,-39.2816,2000.62,1.30E-05,0,10,0.0574623,0.000787155,0.920966,-0.0259131,94,95,15A,2025-06-19 13:25:24,33.82083333,0.103125,0.005166666667,15A,C
co2,13.5242,1.40255,10.8464,434.371,0.00297931,1070.39,2,1.27448,0.0174586,0.988779,1.8949,94,95,15A,2025-06-19 13:25:24,33.82083333,0.103125,0.005166666667,15A,C
ch4,-0.214434,2.22403,15.4789,1999.57,1.42E-05,0,10,0.0403482,0.000556527,0.965987,-0.0284474,93,94,15B,2025-06-19 13:28:40,33.83333333,0.1311666667,0.01008333333,15B,C
co2,16.7049,1.13116,-6.77552,394.157,0.00382357,973.75,7,0.643644,0.00887784,0.997324,2.21612,93,94,15B,2025-06-19 13:28:40,33.83333333,0.1311666667,0.01008333333,15B,C
ch4,-0.391899,1.39224,-28.075,1999.54,2.66E-05,0,10,0.0352078,0.000482298,0.992436,-0.0532776,94,95,15C,2025-06-19 13:31:56,3770.886667,3749.7107,3749.628125,15C,C
co2,24.3735,1.17345,7.7311,414.009,3.31E-06,1.00E+06,10,1.22896,0.016835,0.997605,3.31351,94,95,15C,2025-06-19 13:31:56,3770.886667,3749.7107,3749.628125,15C,C
ch4,-0.0768265,6.66725,-10.3377,2001.38,0.00021127,1951.75,8,0.050384,0.000690192,0.705741,-0.0104848,94,95,3A,2025-06-19 13:37:27,33.96,0.143,0.006612244898,3A,M
co2,22.092,1.12018,7.32476,416.001,0.0035748,1259.4,7,0.81099,0.0111095,0.998001,3.01497,94,95,3A,2025-06-19 13:37:27,33.96,0.143,0.006612244898,3A,M
ch4,0.440819,1.43719,21.9672,2000.59,0.00304532,2020.85,2,0.0438315,0.000600431,0.988237,0.0617211,94,95,3B,2025-06-19 13:40:39,33.18333333,0.09108333333,0.00225,3B,M
co2,21.7216,1.33558,6.79864,420.194,0.000817371,4141.07,2,1.80997,0.0247941,0.993164,3.04134,94,95,3B,2025-06-19 13:40:39,33.18333333,0.09108333333,0.00225,3B,M
ch4,-0.161914,2.68243,-39.4674,2001.53,1.07E-05,0,10,0.0384423,0.000526607,0.946516,-0.0213643,94,95,3C,2025-06-19 13:43:52,32.745,0.06335,0.001975,3C,M
co2,14.9689,1.29147,-12.9226,424.815,1.98E-06,1.00E+06,10,1.06752,0.0146236,0.994928,1.97511,94,95,3C,2025-06-19 13:43:52,32.745,0.06335,0.001975,3C,M
ch4,-0.171767,2.8145,-19.4787,2000.61,1.15E-05,0,10,0.0439588,0.000602176,0.940508,-0.0230901,94,95,2A,2025-06-19 13:48:51,3769.834167,3749.6502,3749.625625,2A,C
co2,14.0488,1.12609,3.98452,415.64,1.89E-06,1.00E+06,10,0.530374,0.0072654,0.998625,1.88853,94,95,2A,2025-06-19 13:48:51,3769.834167,3749.6502,3749.625625,2A,C
ch4,-0.280734,1.64555,-10.4456,2002.05,1.92E-05,0,10,0.0353048,0.000483628,0.985458,-0.0383936,94,95,2B,2025-06-19 13:52:08,32.01833333,0.04536666667,0.001,2B,C
co2,18.9443,1.07849,-2.96204,415.368,2.59E-06,1.00E+06,10,0.387794,0.00531225,0.999609,2.59086,94,95,2B,2025-06-19 13:52:08,32.01833333,0.04536666667,0.001,2B,C
ch4,-0.179175,2.83396,-8.65794,2003.24,1.20E-05,0,10,0.0462508,0.000633573,0.939602,-0.0240995,94,95,2C,2025-06-19 13:55:23,31.8,0.039,0.001,2C,C
co2,17.6912,1.13267,-1.24365,404.994,2.38E-06,1.00E+06,10,0.701719,0.00961259,0.998485,2.37952,94,95,2C,2025-06-19 13:55:23,31.8,0.039,0.001,2C,C
ch4,-0.198132,2.19525,-8.87429,2003.89,1.35E-05,0,10,0.0378611,0.000518645,0.966736,-0.0269639,94,95,1A,2025-06-19 13:59:00,31.9,0.04068333333,0.001,1A,S
co2,16.3057,1.37386,-6.12616,404.377,2.22E-06,1.00E+06,10,1.41974,0.0194484,0.992907,2.21905,94,95,1A,2025-06-19 13:59:00,31.9,0.04068333333,0.001,1A,S
ch4,-0.236233,1.91134,-20.9343,2006.17,1.60E-05,0,10,0.0372009,0.000509601,0.976984,-0.0320189,94,95,1B,2025-06-19 14:02:08,32.03166667,0.044475,0.001,1B,S
co2,17.8349,1.10227,7.82023,430.449,0.00167411,1874.41,2,0.543496,0.00744515,0.998906,2.41734,94,95,1B,2025-06-19 14:02:08,32.03166667,0.044475,0.001,1B,S
ch4,-0.300004,1.58402,-13.544,2006.24,2.11E-05,0,10,0.036495,0.000499932,0.987243,-0.0424118,94,95,1C,2025-06-19 14:05:29,3769.854167,3749.640292,3749.625625,1C,S
co2,15.2128,1.24997,2.51141,411.545,2.15E-06,1.00E+06,10,1.04467,0.0143106,0.995899,2.15065,94,95,1C,2025-06-19 14:05:29,3769.854167,3749.640292,3749.625625,1C,S
ch4,-0.293156,1.62155,-14.65,2007.73,2.05E-05,0,10,0.0368336,0.00050457,0.986165,-0.0410827,94,95,6A,2025-06-19 14:11:37,32.67,0.0555,0.001,6A,S
co2,18.2491,1.08047,6.54356,417.548,0.000802547,3604.18,2,0.402236,0.00551008,0.99952,2.55742,94,95,6A,2025-06-19 14:11:37,32.67,0.0555,0.001,6A,S
ch4,-0.158016,2.489,8.22312,2006.17,1.02E-05,0,10,0.0335984,0.000460252,0.954948,-0.0204348,94,95,6B,2025-06-19 14:14:55,32.025,0.0467,0.001,6B,S
co2,18.5377,1.08957,-1.4643,424.454,0.0011055,2593,2,0.445777,0.00610654,0.99929,2.39733,94,95,6B,2025-06-19 14:14:55,32.025,0.0467,0.001,6B,S
ch4,-0.37764,1.55509,-2.64773,2006.74,2.45E-05,0,10,0.0408899,0.000560135,0.988095,-0.0492134,94,95,6C,2025-06-19 14:18:32,9999,9999,9999,6C,S
co2,23.5305,1.0776,-6.47743,433.792,3.07E-06,1.00E+06,10,0.438392,0.00600538,0.999643,3.06645,94,95,6C,2025-06-19 14:18:32,9999,9999,9999,6C,S
ch4,-0.347561,1.6494,-19.2211,2006.95,2.37E-05,0,10,0.043843,0.000600589,0.985367,-0.0475301,94,95,5A,2025-06-19 14:22:10,30.55,0.1915,0.025,5A,C
co2,18.7063,1.07337,-6.3214,425.828,2.56E-06,1.00E+06,10,0.314147,0.00430338,0.999737,2.55815,94,95,5A,2025-06-19 14:22:10,30.55,0.1915,0.025,5A,C
ch4,-0.349743,1.57605,0.433846,2006.05,2.32E-05,0,10,0.0396668,0.000543381,0.987512,-0.0465985,94,95,5B,2025-06-19 14:25:21,29.92083333,0.161925,0.02681666667,5B,C
co2,14.6426,1.09118,5.41355,422.173,1.95E-06,1.00E+06,10,0.367285,0.0050313,0.999382,1.95093,94,95,5B,2025-06-19 14:25:21,29.92083333,0.161925,0.02681666667,5B,C
ch4,-0.319504,1.53598,-3.40512,2003.21,2.08E-05,0,10,0.0337953,0.000462949,0.988645,-0.0416594,94,95,5C,2025-06-19 14:28:35,29.285,0.1463666667,0.01418333333,5C,C
co2,15.4914,1.0747,4.07336,426.327,0.00101662,2413.19,2,0.258283,0.00353813,0.999672,2.01989,94,95,5C,2025-06-19 14:28:35,29.285,0.1463666667,0.01418333333,5C,C
ch4,-0.230406,1.97953,-9.29594,2002.53,1.53E-05,0,10,0.0374441,0.000512933,0.974672,-0.0306854,94,95,4A,2025-06-19 14:31:55,28.94,0.16205,0.02,4A,M
co2,14.048,1.10088,5.24654,426.153,0.000843215,2644.94,2,0.404271,0.00553796,0.999088,1.87091,94,95,4A,2025-06-19 14:31:55,28.94,0.16205,0.02,4A,M
ch4,-0.247701,2.16464,-12.0546,2002.21,1.65E-05,0,10,0.0454179,0.000622164,0.96794,-0.0329678,94,95,4B,2025-06-19 14:35:08,28.62,0.30345,0.02865,4B,M
co2,14.1848,1.07778,-6.36043,427.492,0.000857435,2629.32,2,0.266479,0.0036504,0.999602,1.88792,94,95,4B,2025-06-19 14:35:08,28.62,0.30345,0.02865,4B,M
ch4,-0.256898,1.77922,-5.78096,2001.29,1.73E-05,0,10,0.0360357,0.00049364,0.981372,-0.0345535,94,95,4C,2025-06-19 14:38:26,28.58,0.2407,0.0298,4C,M
co2,17.1893,1.07567,3.44812,427.221,0.000221568,10861.9,2,0.30387,0.00416261,0.999689,2.312,94,95,4C,2025-06-19 14:38:26,28.58,0.2407,0.0298,4C,M
ch4,-0.854848,1.15499,-16.7329,2047.29,5.71E-05,0,10,0.0411713,0.000563991,0.997838,-0.116859,94,95,3A,2025-07-09 13:06:04,33.47416667,0.09101666667,0.007483333333,3A,M
co2,19.5784,1.08265,7.19275,410.045,2.68E-06,1.00E+06,10,0.520746,0.0071335,0.99934,2.67638,94,95,3A,2025-07-09 13:06:04,33.47416667,0.09101666667,0.007483333333,3A,M
ch4,-0.701241,1.23976,-9.2326,2045.86,4.82E-05,0,10,0.047179,0.000650745,0.99601,-0.098616,93,94,3B,2025-07-09 13:09:35,33.3025,0.1371,0.011475,3B,M
co2,20.9265,1.28033,16.9464,439.949,2.94E-06,1.00E+06,10,1.56448,0.021579,0.995078,2.9429,93,94,3B,2025-07-09 13:09:35,33.3025,0.1371,0.011475,3B,M
ch4,-0.725359,1.21278,-17.676,2045.96,4.68E-05,0,10,0.0424637,0.000581695,0.996578,-0.0957307,94,95,3C,2025-07-09 13:12:48,3770.045833,3749.703325,3749.632875,3C,M
co2,15.3395,1.10194,-12.0038,450.787,2.03E-06,1.00E+06,10,0.49606,0.00679534,0.998953,2.02446,94,95,3C,2025-07-09 13:12:48,3770.045833,3749.703325,3749.632875,3C,M
ch4,-0.741781,1.21261,-32.1091,2048.94,5.11E-05,0,10,0.0462377,0.000637762,0.996597,-0.104697,93,94,6A,2025-07-09 13:19:19,1444.1275,1416.601317,1416.527575,6A,S
co2,13.8256,1.2012,-4.57533,422.147,1.95E-06,1.00E+06,10,0.829181,0.011437,0.99685,1.95137,93,94,6A,2025-07-09 13:19:19,1444.1275,1416.601317,1416.527575,6A,S
ch4,-0.730935,1.21864,-25.766,2046.17,4.56E-05,0,10,0.0423413,0.000580018,0.996423,-0.0933558,94,95,6B,2025-07-09 13:22:33,32.54,0.04598333333,0.003466666667,6B,S
co2,25.3809,1.0679,29.1365,425.869,0.00187884,2151.23,5,0.481143,0.006591,0.999548,3.24167,94,95,6B,2025-07-09 13:22:33,32.54,0.04598333333,0.003466666667,6B,S
ch4,-0.679278,1.28538,-28.4269,2045.08,4.43E-05,0,10,0.0487814,0.000672846,0.994941,-0.0905087,93,94,6C,2025-07-09 13:25:54,33.245,0.10025,0.011,6C,S
co2,23.5339,1.06754,18.218,408.862,0.000595971,5670.38,3,0.455151,0.00627794,0.999607,3.13571,93,94,6C,2025-07-09 13:25:54,33.245,0.10025,0.011,6C,S
ch4,-0.975352,1.14414,-3.97552,2038.9,0.00770899,2021.87,10,0.0436728,0.000598258,0.993952,-0.13128,94,95,9A,2025-07-09 13:30:35,33.45,0.1285,0.0105,9A,M
co2,19.9225,1.12688,-14.5117,432.049,0.00538577,929.939,9,0.8035,0.0110069,0.996064,2.68152,94,95,9A,2025-07-09 13:30:35,33.45,0.1285,0.0105,9A,M
ch4,-0.585004,1.29366,-24.2841,2039.93,3.83E-05,0,10,0.0428862,0.000591533,0.994762,-0.0781967,93,94,9B,2025-07-09 13:33:49,33.4,0.1628666667,0.01260833333,9B,M
co2,23.4406,1.10528,-2.74534,416.565,0.00716456,853.895,8,0.787933,0.010868,0.996859,3.13328,93,94,9B,2025-07-09 13:33:49,33.4,0.1628666667,0.01260833333,9B,M
ch4,-0.709651,1.20371,-12.7877,2038.43,4.75E-05,0,10,0.0414326,0.000571484,0.996804,-0.0968058,93,94,9C,2025-07-09 13:37:05,33.32416667,0.1917083333,0.014,9C,M
co2,14.9919,1.29844,5.26366,405.259,2.05E-06,1.00E+06,10,1.13457,0.0156492,0.994642,2.0451,93,94,9C,2025-07-09 13:37:05,33.32416667,0.1917083333,0.014,9C,M
ch4,-0.685253,1.20419,-11.9905,2038.66,4.42E-05,0,10,0.0388866,0.000532693,0.996761,-0.0901134,94,95,12A,2025-07-09 13:41:15,33.4,0.1472,0.01183333333,12A,S
co2,19.9308,1.10172,2.2452,387.202,0.00488901,923.298,9,0.643601,0.00881645,0.997933,2.62098,94,95,12A,2025-07-09 13:41:15,33.4,0.1472,0.01183333333,12A,S
ch4,-0.445627,1.37449,-7.73799,2038.93,3.13E-05,0,10,0.0414198,0.000567394,0.992715,-0.0638775,94,95,12C,2025-07-09 13:44:37,3770.444167,3749.729708,3749.6337,12C,S
co2,10.7568,1.47821,6.52381,416.432,1.54E-06,1.00E+06,10,1.1724,0.0160603,0.990011,1.54191,94,95,12C,2025-07-09 13:44:37,3770.444167,3749.729708,3749.6337,12C,S
ch4,-0.611263,1.22145,5.64713,2035.06,4.17E-05,0,10,0.0388059,0.000531588,0.99637,-0.0849379,94,95,12B,2025-07-09 13:47:51,33.71333333,0.2024666667,0.01313333333,12B,S
co2,17.1294,1.28125,22.6267,448.478,2.38E-06,1.00E+06,10,1.27844,0.0175129,0.994991,2.38021,94,95,12B,2025-07-09 13:47:51,33.71333333,0.2024666667,0.01313333333,12B,S
ch4,-0.480416,1.29767,-16.6181,2036.49,3.29E-05,0,10,0.0370988,0.000511708,0.994657,-0.0669676,93,94,15A,2025-07-09 13:51:45,33.57,0.09525,0.007575,15A,C
